tweet_id,user_id,text,user_screen_name,username,date,retweets,likes,replies
1091545375813656576,260962788,"Cara, eu nunca fui tão feliz",oiMayumi,mayumimimi,1549079672000,0,3,1
1090543375776923648,260962788,Até a Dafiti anunciando panela p mim kkkkk KD as brusinhapic.twitter.com/d7r8E84fg3,oiMayumi,mayumimimi,1548840776000,0,1,0
1090281537449414657,762402774260875265,"Governo não vai intervir na direção da Vale. ""Não seria uma boa sinalização para o mercado"", disse Onyx Lorenzoni. A mensagem é: em nome do lucro dos acionistas, crimes contra a vida e o meio ambiente serão tolerados.",GuilhermeBoulos,Guilherme Boulos,1548778349000,3199,11433,510
1090383374953394181,260962788,O priminho do meu namorado toca muito violão e esses dias um falei brincando pra ele aprender a tocar uma música pra mim e hoje ele me mandou mensagem kkkk pic.twitter.com/tAwGOSQkfs,oiMayumi,mayumimimi,1548802629000,0,3,0
1090185121880305664,1216258832,“ Qual seu orçamento para o carnaval? “pic.twitter.com/XqZZnvKzzO,frasesdebebada,Bêbada,1548755362000,1212,1904,59
1090053436073226240,75833479,gente jonas brothers veio antes de justin bieber portanto jb nao eu justin bieber n acredito q 10 anos depois ainda existe essa discussao,ecochata69,lulu,1548723966000,8,27,2
1089879689336889344,75833479,"gente, eu sei q nao eh o momento, mas JB eh jonas brothers e nao jair bolsonaro por favor",ecochata69,lulu,1548682541000,290,803,16
1089917443798110208,39342378,Não permita que a pressa dos outros se imponha sobre a sua necessidade de calma.,pefabiodemelo,padrefabiodemelo,1548691542000,18479,50130,338
1090061994366025728,260962788,Tem coisa mais gostosa do que ouvir do que ouvir do seu amigo “eu to feliz que você anda feliz”?,oiMayumi,mayumimimi,1548726006000,0,0,0
1089889275884249088,2538322138,pic.twitter.com/FnI9LeCS5o,PicturesFoIder,non aesthetic things,1548684827000,94948,252043,443
1089631705319772160,56528750,http://howvaccinescauseautism.org/ ,leandro_duran,Leandro Duran,1548623417000,132,611,11
1087529892516978695,1400905266,"Sempre que você pensar que seu inglês é uma merda, lembre-se que o Moro deu uma palestra em HARVARD falando assim...pic.twitter.com/nPcLhSD9i8",paulino_simone,Simone Paulino,1548122306000,4225,15525,1310
1087795559048593408,841297349813108736,ᵛᶜ ᵉʰ ᵐᵗ ᵐᵉᵘ ⁿᵉⁿᵉpic.twitter.com/mU0TwfvK5K,animaisafados,Animais Safados,1548185646000,3476,11412,303
1088200962420936706,260962788,Eu querooooo,oiMayumi,mayumimimi,1548282301000,0,0,0
1087798954987790336,1014523525263249408,"eu AMO intensidade, vai tomar no meio do cu essas coisas sem graças e vaziasssssssssss",amandatlessnau,Amanda,1548186455000,6,9,0
1087443525237727237,4320623907,poxa sério msm?pic.twitter.com/CKs0eWvYnx,ceIlbeats,andressa,1548101714000,21280,42221,105
1087127637103968256,3004876643,material escolar desse ano eh duas caneta e 12 cartela de calmante,healydirtysoull,🤠,1548026401000,61500,68270,394
1087669529415700480,3948041,"Toda vez que leio #globolixo caio na gargalhada. É como chamar a Gisele Bündchen de feia, Bill Gates de fracassado, Beyoncé de incompetente. Admitir o talento do outro, até do opositor, é sinal de inteligência. Só burro invejoso despreza a virtude alheia.",rosana,rosana hermann,1548155598000,708,4174,151
1087544646065184769,927680014627241984,"que nude oq

manda foto sorrindo
print de coisa idiota
memes
áudio gritando
me liga",sincerojesuis,Jesus,1548125823000,11616,19282,91
1087500097942900741,81620569,engraçado vcs exaltando um cara que transformou PORCAS em anel de diamante e depois vem pagar de veganohttps://twitter.com/mysticquiII/status/1087293623505469440 …,iCorlyy,cango de gralha,1548115202000,29416,91462,1182
1087900308741808128,260962788,"Mt lok esse role, o cara custa 800 milhões em barras de ouro",oiMayumi,mayumimimi,1548210620000,0,0,0
1087898922566275077,260962788,Depois q vc vira adulto para de aparecer anúncio de brusinha pra aparecer de móveis e eletrodomésticospic.twitter.com/ItkcvGvAgJ,oiMayumi,mayumimimi,1548210289000,0,6,0
