"id", "text", "user_screen_name", "username", "date", "retweets", "likes", "replies"
"875196680030781440", "Mas mano, qual a graça de postar tudo oque você faz fora da rede social em uma dessas redes??", "vi_dro", "Vitor Zilli", "1497498123000", "0", "0", "0"
"875196485515739136", "Eu não sei se sou loco, deslocado ou sei lá que porra", "vi_dro", "Vitor Zilli", "1497498077000", "0", "1", "0"
"873286434106605568", "dica do dia: não ande de bicicleta no frio sem luva se você tiver amor aos seus dedos", "el_aguant", "sbal chicorinus", "1497042685000", "1", "1", "0"
"860333088571875329", "Por que os gays na internet nos dias de hoje só sabem falar a língua do berro?", "itslittlez_", "alien angel", "1493954367000", "1", "0", "0"
"860206059818037249", "To me disvirginado da causa", "vi_dro", "Vitor Zilli", "1493924081000", "0", "0", "0"
"858768242784993280", "Eu tenho um convite tim beta e tenho que usá-lo com sabedoria", "vi_dro", "Vitor Zilli", "1493581278000", "0", "0", "0"
"848130491458957313", "Não tava, você não é e nunca vai ser", "vi_dro", "Vitor Zilli", "1491045041000", "0", "0", "0"
"846138641764245504", "CACETE TÃO DANDO GUARANÁ JESUS PROS GRINGO", "vi_dro", "Vitor Zilli", "1490570147000", "0", "0", "0"
"843652581083824129", "Acho que vou fumar um cigarro sobre a máquina de lavar roupa", "vi_dro", "Vitor Zilli", "1489977424000", "0", "0", "0"
"843651141930029057", "Quanto inutilidade", "vi_dro", "Vitor Zilli", "1489977081000", "0", "0", "0"
"842899535949189120", "Carolina melhor doce", "ra_pozzo", "Pozzobom", "1489797884000", "2", "4", "0"
"840542189939744768", "Meu braço doeu", "vi_dro", "Vitor Zilli", "1489235849000", "0", "0", "0"
"840542087867183104", "Era pra ser cadê", "vi_dro", "Vitor Zilli", "1489235824000", "0", "0", "0"
"840542047337615360", "Que o pessoa no Twitter?? @allonssy @Pietramafra", "vi_dro", "Vitor Zilli", "1489235815000", "0", "1", "2"
"839315549830131712", "um monte de burgues filhinho de papai tão recebendo auxílio enquanto a galera que precisa tá se fodendo", "el_aguant", "sbal chicorinus", "1488943395000", "1", "0", "0"
"839262294404173826", "Porque eu sigo esse bando de cuzao?", "vi_dro", "Vitor Zilli", "1488930698000", "0", "0", "0"
"839077934493233152", "Peguem seus molotovs", "vi_dro", "Vitor Zilli", "1488886743000", "0", "0", "0"
"839077870492352513", "A temporada de caça aos facistas começou <3", "vi_dro", "Vitor Zilli", "1488886728000", "0", "0", "0"
