"id", "text", "user_screen_name", "username", "date", "retweets", "likes", "replies"
"712125091723792388", "", "igoranjoss__", "Igor Anjos", "1458618827000", "1", "2", "0"
"1091770160761982978", "Precisava de um bullet journal pra me organizar melhor, mas não tenho nem o empenho nem a capacidade de fazer um.......", "igoranjoss__", "Igor Anjos", "1549133265000", "1", "0", "1"
"1091271934183124992", "Eu to tão desacostumado a não estar atrasado que quando eu estou adiantado eu fico fazendo alguma coisa pra passar o tempo até dar meu horário e me atraso", "igoranjoss__", "Igor Anjos", "1549014478000", "0", "1", "0"
"1091160899853918208", "pic.twitter.com/spByT6oTyM", "igoranjoss__", "Igor Anjos", "1548988005000", "0", "1", "0"
"1091160769914380289", "É....https://twitter.com/evenlyadriane/status/1090917547195666433 …", "igoranjoss__", "Igor Anjos", "1548987974000", "0", "0", "1"
"1090793051038072832", "Parem de falar do Igor Jesus que daqui a pouco o palmeiras escuts", "AssuncaoComP", "primo do Fabio", "1548900303000", "1", "1", "0"
"1090728946168139776", "pic.twitter.com/ESvcomTqkW", "igoranjoss__", "Igor Anjos", "1548885020000", "0", "0", "0"
"1090728873996750849", "“Eu por mim podia abortar até os 22 anos” hahahahaha sensacional", "igoranjoss__", "Igor Anjos", "1548885002000", "0", "0", "1"
"1090370710512562176", "Consegui uma entrevista de estágio 
A empresa é depois de Contenda ", "igoranjoss__", "Igor Anjos", "1548799610000", "0", "5", "0"
"1090111722088812544", "os caras tão brincando de roleta russa com uma pistola??????https://twitter.com/g1/status/1089980181073330176 …", "eusourafao", "FLOW ACARAJÉ", "1548737862000", "6227", "17172", "182"
"1088834164479139840", "Brazil 2019pic.twitter.com/cJhQFKFWJk", "ninafariag", "Marina", "1548433269000", "3252", "5764", "7"
"1089926230743359488", "Tava quase comprando ingresso pro show do Armandinho, aí lembrei que tenho um toxicológico pra fazer e tive que desistir da ideia :(", "igoranjoss__", "Igor Anjos", "1548693637000", "0", "0", "0"
"1089833425765351424", "Fodeu muitopic.twitter.com/AjooVytD84", "igoranjoss__", "Igor Anjos", "1548671511000", "0", "0", "0"
"1089547913024471045", "Legolas com Arma de Laserhttps://twitter.com/joeytribbianr/status/1088625154593382401 …", "igoranjoss__", "Igor Anjos", "1548603439000", "0", "0", "0"
"1089547683721818117", "pic.twitter.com/xdG6oH11KM", "igoranjoss__", "Igor Anjos", "1548603385000", "0", "0", "2"
"1089543571802329089", "Armandinho tem as músicas felizes mais tristes que eu conheço", "igoranjoss__", "Igor Anjos", "1548602404000", "0", "0", "0"
"1089161273026187264", "Certeza que ele pensou “vou matar esse peixe afogado” e continuou bebendohttps://twitter.com/revistagalileu/status/1089138383698313216 …", "igoranjoss__", "Igor Anjos", "1548511257000", "0", "1", "0"
"1088994545755402241", "mano Adson e Alana tem umas batidinhas tão legais mas aquelas letras NÃO DA NÃO", "igoranjoss__", "Igor Anjos", "1548471506000", "0", "0", "0"
"1088952489934815232", "alguém aí sabe qual é aquele site que tem vários exerciciozinhos básicos de programação?", "igoranjoss__", "Igor Anjos", "1548461480000", "0", "0", "3"
"1088250488087347200", "O CARAIOpic.twitter.com/Gp1qIBatPL", "fodasemeuamigo", "ɱσɳƶα ѵเɳɦσ 94", "1548294109000", "679", "4521", "941"
"1088792446610345985", "Ô mano to bem triste que interditaram os morros que tinha aqui perto (e o Itupava), só porque a gente tava organizando uma caminhada :(", "igoranjoss__", "Igor Anjos", "1548423322000", "0", "0", "2"
